ntt_id,posted_date,title,filename,url,local_path,is_xlsx
2328,2026-02-10,2026.2.1주차 선거여론조사결과 주요 데이터 게시,전국단위 선거여론조사결과의 주요 데이터(2023.10.30.~).xlsx,https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=BUcRgkjanzw1QtoYmzLbOFGbztrBMTqSPHlyigQAR%2Fs%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000025,data/nesdc_downloads/2026-02-10_ntt2328_전국단위 선거여론조사결과의 주요 데이터(2023.10.30.~).xlsx,True
2328,2026-02-10,2026.2.1주차 선거여론조사결과 주요 데이터 게시,26.2.1주차 선거여론조사결과 주요 데이터(26.02.09.).pdf,https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=BUcRgkjanzw1QtoYmzLbOFGbztrBMTqSPHlyigQAR%2Fs%3D&fileSn=dM42aHTjJcnt4sph3HPenQ%3D%3D&bbsId=B0000025,data/nesdc_downloads/2026-02-10_ntt2328_26.2.1주차 선거여론조사결과 주요 데이터(26.02.09.).pdf,False
