조사기관,mae,weight,weight_pct
리서치앤리서치,1.715165533504263,0.1852563467633035,18.52563467633035
엠브레인퍼블릭,1.988068392353487,0.15982614182361377,15.982614182361377
리서치뷰,2.520935456058236,0.12604261646911122,12.604261646911121
에이스리서치,2.706784148984008,0.11738848882745156,11.738848882745156
한국리서치,2.984805325724369,0.10645427964526298,10.645427964526299
조원씨앤아이,3.005944774053744,0.1057056349052044,10.57056349052044
알앤써치,4.15182333959994,0.07653150792826108,7.653150792826108
리얼미터,4.376554982336593,0.0726016929100001,7.26016929100001
코리아리서치인터내셔널,6.330433733753978,0.05019329072779152,5.019329072779152
